"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Dependents",NA,"Persons dependent upon the State, or upon Public or Private Support.","Criminals","Others","Female","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","General Government","The Governor","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","General Government","Cabinet Minister (not otherwise described)","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","General Government","Member of Parliament (not otherwise described)","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","General Government","Officer of Government Department (not otherwise classed)","Male","65 Years and Upwards",19
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Local Government","Officer of local body","Male","65 Years and Upwards",20
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Local Government","Others (including Mayors or members of local bodies whose ordinary occupation is not stated)","Male","65 Years and Upwards",4
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Defence","Permanent Militia officer in actual service","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Defence","Permanent Militia non-commissioned officer, private","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Defence","Naval officer in actual service","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Defence","Naval petty officer, sailor","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Defence","Others (including Militia or Volunteer officer whose ordinary occupation is not stated)","Male","65 Years and Upwards",2
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Judge","Male","65 Years and Upwards",5
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Law-court officer","Male","65 Years and Upwards",4
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Magistrate","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Barrister","Male","65 Years and Upwards",5
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Solicitor","Male","65 Years and Upwards",9
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Law clerk, lawyers' clerk","Male","65 Years and Upwards",1
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Law-student","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Others connected with the law","Male","65 Years and Upwards",1
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Police","Male","65 Years and Upwards",1
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Penal officer","Male","65 Years and Upwards",NA
"Professional",NA,"Persons engaged in Government (not otherwise classed), Defence, Law, and Protection.","Law and Order","Others","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Clergyman","Male","65 Years and Upwards",68
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Irregular clergy","Male","65 Years and Upwards",4
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Theological student","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Church officer","Male","65 Years and Upwards",7
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Member of religious order not classed as ministering to charity or education","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Religion","Others connected with religion","Male","65 Years and Upwards",1
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Charity (exclusive of hospitals)","Officer or servant of charitable or benevolent institution","Male","65 Years and Upwards",6
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Charity (exclusive of hospitals)","Sister of charity","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Medical man in practice","Male","65 Years and Upwards",19
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Medical student","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Irregular medical practitioner and assistant","Male","65 Years and Upwards",4
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Dentist (including apprentice)","Male","65 Years and Upwards",1
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Pharmaceutical chemist, druggist, and assistant","Male","65 Years and Upwards",10
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Hospital or asylum officer, nurse, or. attendant (not elsewhere described)","Male","65 Years and Upwards",10
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Midwife, monthly nurse","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Sick-nurse","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Veterinary surgeon and assistant","Male","65 Years and Upwards",5
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Health","Others","Male","65 Years and Upwards",4
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Literature","Author, editor, journalist","Male","65 Years and Upwards",8
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Literature","Reporter, shorthand-writer","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Literature","Interpreter","Male","65 Years and Upwards",7
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Literature","Others","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Science","Analytical chemist","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Science","Assayer, metallurgist","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Science","Geologist, mineralogist","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Science","Naturalist, biologist, botanist","Male","65 Years and Upwards",2
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Science","Others","Male","65 Years and Upwards",1
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Civil engineer","Male","65 Years and Upwards",10
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Civil engineer's assistant, clerk, cadet","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Mechanical engineer (directing or consulting)","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Electrician (not connected with telegraph or telephone service),","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Surveyor","Male","65 Years and Upwards",15
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Surveyor's assistant, chainman, cadet, labourer","Male","65 Years and Upwards",NA
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Architect","Male","65 Years and Upwards",14
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Architect's assistant","Male","65 Years and Upwards",1
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Draughtsman (undefined, engineer's, surveyor's, architect's, railway)","Male","65 Years and Upwards",2
"Professional",NA,"Persons ministering to Religion, Charity Health, Science, Education, and Art.","Civil and Mechanical Engineering, Architecture, and Surveying","Others","Male","65 Years and Upwards",NA
